,edge_type,pwi,segment 1 pwi,segment 2 pwi,segment 3 pwi,segment 4 pwi,segment 5 pwi,segment 6 pwi,segment 7 pwi,segment 8 pwi,segments,sink,sink_collection_date,sink_country,sink_host_species,sink_reassortant,sink_state,sink_subtype,source,source_collection_date,source_country,source_host_species,source_reassortant,source_state,source_subtype
2319,full_complement,7.998425999999999,1.0,1.0,1.0,0.999424,1.0,1.0,0.999002,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 0.99942399999999998, 5: 1.0, 6: 1.0, 7: 0.99900199999999995, 8: 1.0}",A/American black duck/New Brunswick/00953/2010,2010-09-15,Canada,American Black Duck/Avian,False,New Brunswick,H3N8,A/blue-winged teal/Nova Scotia/00077/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8
2320,full_complement,7.815054,0.953619,0.994365,0.993026,0.99824,0.938151,0.998599,0.976048,0.963006,"{1: 0.95361899999999999, 2: 0.99436500000000005, 3: 0.99302599999999996, 4: 0.99824000000000002, 5: 0.93815099999999996, 6: 0.99859900000000001, 7: 0.97604800000000003, 8: 0.96300600000000003}",A/mallard/New Brunswick/00979/2010,2010-09-16,Canada,Mallard/Avian,False,New Brunswick,H4N8,A/American black duck/New Brunswick/00955/2010,2010-09-15,Canada,American Black Duck/Avian,False,New Brunswick,H4N8
2321,full_complement,7.996499999999999,0.999136,0.999567,0.999078,0.999421,1.0,0.999298,1.0,1.0,"{1: 0.99913600000000002, 2: 0.99956699999999998, 3: 0.99907800000000002, 4: 0.999421, 5: 1.0, 6: 0.99929800000000002, 7: 1.0, 8: 1.0}",A/mallard/Sweden/69639/2007,2007-11-02,,Mallard/Avian,False,Sweden,H11N9,A/mallard/Sweden/68621/2007,2007-10-19,,Mallard/Avian,True,Sweden,H11N9
2322,reassortant,7.984215999999999,,,,,,,,0.988249,{8: 0.98824900000000004},A/mallard/Sweden/79328/2008,2008-11-14,,Mallard/Avian,True,Sweden,H4N6,A/mallard/Sweden/68621/2007,2007-10-19,,Mallard/Avian,True,Sweden,H11N9
2323,full_complement,7.804712,0.962305,0.965259,0.99447,0.995944,0.937255,0.995789,0.954865,0.998825,"{1: 0.96230499999999997, 2: 0.96525899999999998, 3: 0.99446999999999997, 4: 0.99594400000000005, 5: 0.93725499999999995, 6: 0.99578900000000004, 7: 0.95486499999999996, 8: 0.99882499999999996}",A/mallard/Sweden/68745/2007,2007-10-22,,Mallard/Avian,False,Sweden,H11N9,A/mallard/Sweden/68621/2007,2007-10-19,,Mallard/Avian,True,Sweden,H11N9
2324,full_complement,7.736484,0.949307,0.957771,0.954839,0.971611,0.982995,0.964211,0.983952,0.971798,"{1: 0.94930700000000001, 2: 0.95777100000000004, 3: 0.95483899999999999, 4: 0.971611, 5: 0.98299499999999995, 6: 0.96421100000000004, 7: 0.98395200000000005, 8: 0.97179800000000005}",A/mallard/Sweden/101589/2009,2009-11-11,,Mallard/Avian,False,Sweden,H11N9,A/mallard/Sweden/68621/2007,2007-10-19,,Mallard/Avian,True,Sweden,H11N9
2325,full_complement,7.818822,0.988596,0.979332,0.993491,0.975639,0.959252,0.954318,0.983707,0.984487,"{1: 0.98859600000000003, 2: 0.97933199999999998, 3: 0.99349100000000001, 4: 0.97563900000000003, 5: 0.95925199999999999, 6: 0.954318, 7: 0.983707, 8: 0.984487}",A/chicken/Jiangsu/C3226/2012,2012-12-25,China,Chicken/Avian,False,Jiangsu,H9N2,A/chicken/Zhejiang/B2013/2012,2012-12-02,China,Chicken/Avian,False,Zhejiang,H9N2
2326,reassortant,7.9763340000000005,,1.0,,1.0,0.97679,1.0,1.0,,"{2: 1.0, 4: 1.0, 5: 0.97679000000000005, 6: 1.0, 7: 1.0}",A/mallard/Interior Alaska/7MP1835/2007,2007-09-05,USA,Mallard/Avian,True,Interior Alaska,H3N8,A/duck/Interior Alaska/7MP1591R1/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H3N8
2327,full_complement,7.991901,0.998272,0.999133,0.999092,0.999422,1.0,0.999298,0.998996,0.997688,"{1: 0.99827200000000005, 2: 0.99913300000000005, 3: 0.99909199999999998, 4: 0.99942200000000003, 5: 1.0, 6: 0.99929800000000002, 7: 0.998996, 8: 0.99768800000000002}",A/northern shoveler/Interior Alaska/7MP1670/2007,2007-09-02,USA,Northern Shoveler/Avian,False,Interior Alaska,H3N8,A/duck/Interior Alaska/7MP1591R1/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H3N8
2328,full_complement,7.994377,0.998257,0.99956,0.999535,0.999412,1.0,1.0,1.0,0.997613,"{1: 0.99825699999999995, 2: 0.99956, 3: 0.99953499999999995, 4: 0.99941199999999997, 5: 1.0, 6: 1.0, 7: 1.0, 8: 0.99761299999999997}",A/northern shoveler/Alaska/7MP1668/2007,2007-09-07,USA,Northern Shoveler/Avian,False,Alaska,H3N8,A/duck/Interior Alaska/7MP1591R1/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H3N8
2329,full_complement,7.832554,0.996544,0.999133,1.0,0.84171,0.999337,0.999298,1.0,0.996532,"{1: 0.99654399999999999, 2: 0.99913300000000005, 3: 1.0, 4: 0.84170999999999996, 5: 0.99933700000000003, 6: 0.99929800000000002, 7: 1.0, 8: 0.99653199999999997}",A/American widgeon/Interior Alaska/1/2007,2007-09-06,USA,American Wigeon/Avian,False,Interior Alaska,H3N8,A/duck/Interior Alaska/7MP1591R1/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H3N8
2330,full_complement,7.998532,1.0,0.999568,0.999546,0.999418,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 0.99956800000000001, 3: 0.99954600000000005, 4: 0.99941800000000003, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/9BM2705R0/2009,2009-07-15,USA,Mallard/Avian,False,Interior Alaska,H8N4,A/mallard/Interior Alaska/9BM2388R0/2009,2009-07-13,USA,Mallard/Avian,False,Interior Alaska,H8N4
2331,full_complement,7.999351,1.0,1.0,1.0,1.0,0.999351,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99935099999999999, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Sweden/80260/2008,2008-11-21,,Mallard/Avian,False,Sweden,H4N6,A/mallard/Sweden/80148/2008,2008-11-19,,Mallard/Avian,False,Sweden,H4N6
2332,full_complement,7.682616,0.98873,0.958981,0.985507,0.954965,0.938562,0.931738,0.968064,0.9560690000000001,"{1: 0.98873, 2: 0.95898099999999997, 3: 0.98550700000000002, 4: 0.95496499999999995, 5: 0.93856200000000001, 6: 0.93173799999999996, 7: 0.96806400000000004, 8: 0.95606900000000006}",A/blue-winged teal/Canada/3244/2011,2011-09-19,,Blue-Winged Teal/Avian,False,Canada,H3N8,A/American green-winged teal/Wisconsin/08OS2270/2008,2008-10-19,USA,Green-Winged Teal/Avian,False,Wisconsin,H3N8
2333,reassortant,7.813176,0.996099,0.944348,,0.998845,0.994771,,,,"{1: 0.99609899999999996, 2: 0.94434799999999997, 4: 0.99884499999999998, 5: 0.99477099999999996}",A/American green-winged teal/Wisconsin/08OS2291/2008,2008-10-20,USA,Green-Winged Teal/Avian,True,Wisconsin,H3N2,A/American green-winged teal/Wisconsin/08OS2270/2008,2008-10-19,USA,Green-Winged Teal/Avian,False,Wisconsin,H3N8
2334,reassortant,7.805687000000001,0.993498,0.944299,,0.998845,0.990844,,,,"{1: 0.99349799999999999, 2: 0.944299, 4: 0.99884499999999998, 5: 0.99084399999999995}",A/American green-winged teal/Wisconsin/08OS2292/2008,2008-10-20,USA,Green-Winged Teal/Avian,True,Wisconsin,H3N2,A/American green-winged teal/Wisconsin/08OS2270/2008,2008-10-19,USA,Green-Winged Teal/Avian,False,Wisconsin,H3N8
2335,reassortant,7.846845999999999,0.994365,,0.975996,,0.973856,,,0.989595,"{8: 0.989595, 1: 0.99436500000000005, 3: 0.97599599999999997, 5: 0.97385600000000005}",A/blue-winged Teal/North Dakota/AI09-4039/2009,2009-09-14,USA,Mallard/Avian,True,North Dakota,H3N6,A/American green-winged teal/Wisconsin/08OS2270/2008,2008-10-19,USA,Green-Winged Teal/Avian,False,Wisconsin,H3N8
2336,reassortant,7.841889,,0.993523,0.990036,,0.977778,,,0.993064,"{8: 0.99306399999999995, 2: 0.99352300000000004, 3: 0.99003600000000003, 5: 0.97777800000000004}",A/mallard/Maryland/08OS3097/2008,2008-12-24,USA,Mallard/Avian,True,Maryland,H10N8,A/American green-winged teal/Wisconsin/08OS2270/2008,2008-10-19,USA,Green-Winged Teal/Avian,False,Wisconsin,H3N8
2337,reassortant,7.8044590000000005,0.984829,0.945596,0.993207,,0.977778,0.962702,,,"{1: 0.98482899999999995, 2: 0.94559599999999999, 3: 0.99320699999999995, 5: 0.97777800000000004, 6: 0.96270199999999995}",A/mallard/New Jersey/A00122457/2008,2008-11-22,USA,Mallard/Avian,True,New Jersey,H7N8,A/American green-winged teal/Wisconsin/08OS2270/2008,2008-10-19,USA,Green-Winged Teal/Avian,False,Wisconsin,H3N8
2338,reassortant,7.812286,0.995665,0.944348,,0.998845,0.994771,,,,"{1: 0.99566500000000002, 2: 0.94434799999999997, 4: 0.99884499999999998, 5: 0.99477099999999996}",A/gadwall/Wisconsin/08OS2293/2008,2008-10-20,USA,Gadwall/Avian,True,Wisconsin,H3N2,A/American green-winged teal/Wisconsin/08OS2270/2008,2008-10-19,USA,Green-Winged Teal/Avian,False,Wisconsin,H3N8
2339,full_complement,7.998176,1.0,1.0,1.0,1.0,0.999347,1.0,1.0,0.998829,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 0.99882899999999997}",A/blue-winged teal/Nova Scotia/00075/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2340,full_complement,7.998915,0.999568,1.0,1.0,1.0,0.999347,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Nova Scotia/00778/2010,2010-09-07,Canada,Mallard/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2341,full_complement,7.998639,1.0,1.0,1.0,1.0,0.999347,0.999292,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 0.99929199999999996, 7: 1.0, 8: 1.0}",A/gadwall/Nova Scotia/00783/2010,2010-09-07,Canada,Gadwall/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2342,full_complement,7.999347,1.0,1.0,1.0,1.0,0.999347,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00074/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2343,full_complement,7.999347,1.0,1.0,1.0,1.0,0.999347,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00078/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2344,full_complement,7.999347,1.0,1.0,1.0,1.0,0.999347,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00077/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2345,full_complement,7.998176,1.0,1.0,1.0,1.0,0.999347,1.0,1.0,0.998829,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 0.99882899999999997}",A/blue-winged teal/Nova Scotia/00080/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2346,full_complement,7.999347,1.0,1.0,1.0,1.0,0.999347,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 1.0}",A/gadwall/Nova Scotia/00786/2010,2010-09-07,Canada,Gadwall/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2347,full_complement,7.998176,1.0,1.0,1.0,1.0,0.999347,1.0,1.0,0.998829,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 0.99882899999999997}",A/blue-winged teal/Nova Scotia/00073/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8
2348,full_complement,7.998703,0.999136,0.999567,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 0.99913600000000002, 2: 0.99956699999999998, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/10BM09158R0/2010,2010-08-06,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
2349,full_complement,7.997975,0.999568,1.0,1.0,0.999425,1.0,1.0,0.998982,1.0,"{1: 0.99956800000000001, 2: 1.0, 3: 1.0, 4: 0.99942500000000001, 5: 1.0, 6: 1.0, 7: 0.99898200000000004, 8: 1.0}",A/mallard/Interior Alaska/10BM09159R0/2010,2010-08-06,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
2350,full_complement,7.983262999999999,0.997821,0.999134,0.995351,0.997111,0.998701,0.999296,0.997006,0.998843,"{1: 0.99782099999999996, 2: 0.99913399999999997, 3: 0.99535099999999999, 4: 0.99711099999999997, 5: 0.99870099999999995, 6: 0.99929599999999996, 7: 0.99700599999999995, 8: 0.99884300000000004}",A/American green-winged teal/Interior Alaska/11BM03661/2011,2011-09-01,USA,Green-Winged Teal/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
2351,full_complement,7.999102,1.0,0.999567,0.999535,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 0.99956699999999998, 3: 0.99953499999999995, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/10BM09162R0/2010,2010-08-06,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
2352,full_complement,7.9994250000000005,1.0,1.0,1.0,0.999425,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 0.99942500000000001, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/10BM09164R0/2010,2010-08-06,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
2353,full_complement,7.995173,0.999136,0.999134,1.0,0.998851,0.998052,1.0,1.0,1.0,"{1: 0.99913600000000002, 2: 0.99913399999999997, 3: 1.0, 4: 0.99885100000000004, 5: 0.99805200000000005, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/10CH00035R0/2010,2010-09-05,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
2354,full_complement,7.981392,0.997386,0.998701,0.995816,0.997111,0.998052,0.996481,0.999002,0.998843,"{1: 0.99738599999999999, 2: 0.99870099999999995, 3: 0.99581600000000003, 4: 0.99711099999999997, 5: 0.99805200000000005, 6: 0.99648099999999995, 7: 0.99900199999999995, 8: 0.99884300000000004}",A/northern shoveler/Interior Alaska/11BM03861/2011,2011-09-03,USA,Northern Shoveler/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
2355,full_complement,7.998075,1.0,0.999568,0.999094,0.999413,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 0.99956800000000001, 3: 0.99909400000000004, 4: 0.999413, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/9BM11317R0/2009,2009-08-18,USA,Northern Pintail/Avian,False,Interior Alaska,H10N7,A/northern pintail/Interior Alaska/9BM10287R0/2009,2009-08-16,USA,Northern Pintail/Avian,False,Interior Alaska,H10N7
2356,full_complement,7.961746999999999,0.994363,0.998705,0.997736,0.994128,0.999349,0.998605,0.98004,0.998821,"{1: 0.994363, 2: 0.99870499999999995, 3: 0.99773599999999996, 4: 0.99412800000000001, 5: 0.99934900000000004, 6: 0.99860499999999996, 7: 0.98004000000000002, 8: 0.99882099999999996}",A/mallard/Interior Alaska/10BM01929R0/2010,2010-06-15,USA,Mallard/Avian,False,Interior Alaska,H10N7,A/northern pintail/Interior Alaska/9BM10287R0/2009,2009-08-16,USA,Northern Pintail/Avian,False,Interior Alaska,H10N7
2357,full_complement,7.997057000000001,0.999566,1.0,0.998188,1.0,1.0,0.999303,1.0,1.0,"{1: 0.99956599999999995, 2: 1.0, 3: 0.99818799999999996, 4: 1.0, 5: 1.0, 6: 0.99930300000000005, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/9BM11065R0/2009,2009-08-18,USA,Mallard/Avian,False,Interior Alaska,H10N7,A/northern pintail/Interior Alaska/9BM10287R0/2009,2009-08-16,USA,Northern Pintail/Avian,False,Interior Alaska,H10N7
2358,reassortant,7.8584130000000005,0.970882,0.960708,,,0.983766,0.990244,,,"{1: 0.97088200000000002, 2: 0.96070800000000001, 5: 0.98376600000000003, 6: 0.99024400000000001}",A/mallard/Missouri/10MO053/2010,2010-11-16,USA,Mallard/Avian,True,Missouri,H7N4,A/blue-winged teal/Guatemala/CIP049-06/2010,2010-01-31,,Blue-Winged Teal/Avian,False,Guatemala,H8N4
2359,full_complement,7.991918,0.997409,1.0,1.0,0.996558,0.999351,0.9986,1.0,1.0,"{1: 0.99740899999999999, 2: 1.0, 3: 1.0, 4: 0.99655800000000005, 5: 0.99935099999999999, 6: 0.99860000000000004, 7: 1.0, 8: 1.0}",A/American widgeon/Mississippi/11OS6097/2011,2011-12-10,USA,American Wigeon/Avian,False,Mississippi,H5N3,A/gadwall/Mississippi/11OS5840/2011,2011-12-08,USA,Gadwall/Avian,True,Mississippi,H5N3
2360,full_complement,7.6862010000000005,0.944372,0.9578990000000001,0.966833,0.935706,0.975974,0.97409,0.981038,0.950289,"{1: 0.94437199999999999, 2: 0.95789900000000006, 3: 0.96683300000000005, 4: 0.93570600000000004, 5: 0.97597400000000001, 6: 0.97409000000000001, 7: 0.98103799999999997, 8: 0.95028900000000005}",A/American green-winged teal/Mississippi/12OS191/2012,2012-01-16,USA,American Green-Winged Teal/Avian,False,Mississippi,H5N3,A/gadwall/Mississippi/11OS5840/2011,2011-12-08,USA,Gadwall/Avian,True,Mississippi,H5N3
2361,full_complement,7.849727000000001,0.99525,0.931334,0.99683,0.999424,0.966818,0.995751,0.999002,0.965318,"{1: 0.99524999999999997, 2: 0.931334, 3: 0.99682999999999999, 4: 0.99942399999999998, 5: 0.96681799999999996, 6: 0.99575100000000005, 7: 0.99900199999999995, 8: 0.96531800000000001}",A/shorebird/Delaware Bay/236/2009,2009-05-20,USA,Shorebird/Avian,False,Delaware Bay,H11N1,A/ruddy turnstone/New Jersey/AI09-027/2009,2009-05-13,USA,Ruddy Turnstone/Avian,False,New Jersey,H11N1
2362,reassortant,7.644932,,,,0.990202,,,,,{4: 0.99020200000000003},A/lesser black-backed gull/Iceland/145/2010,2010-05-23,,Gull/Avian,True,Iceland,H11N2,A/ruddy turnstone/New Jersey/AI09-027/2009,2009-05-13,USA,Ruddy Turnstone/Avian,False,New Jersey,H11N1
2363,full_complement,7.985358,0.996978,0.997836,0.99683,1.0,0.998701,0.997167,0.999002,0.998844,"{1: 0.99697800000000003, 2: 0.99783599999999995, 3: 0.99682999999999999, 4: 1.0, 5: 0.99870099999999995, 6: 0.99716700000000003, 7: 0.99900199999999995, 8: 0.99884399999999995}",A/ruddy turnstone/New Jersey/AI09-620/2009,2009-05-22,USA,Ruddy Turnstone/Avian,False,New Jersey,H11N1,A/ruddy turnstone/New Jersey/AI09-027/2009,2009-05-13,USA,Ruddy Turnstone/Avian,False,New Jersey,H11N1
2364,full_complement,7.990573,0.998705,0.999568,0.999545,0.998832,0.997398,0.996525,1.0,1.0,"{1: 0.99870499999999995, 2: 0.99956800000000001, 3: 0.99954500000000002, 4: 0.99883200000000005, 5: 0.99739800000000001, 6: 0.99652499999999999, 7: 1.0, 8: 1.0}",A/American green-winged teal/Interior Alaska/11BM02195/2011,2011-08-08,USA,Green-Winged Teal/Avian,False,Interior Alaska,H4N6,A/mallard/Interior Alaska/11BM01180/2011,2011-08-02,USA,Mallard/Avian,False,Interior Alaska,H4N6
2365,full_complement,7.969162000000001,0.999136,0.981002,0.998179,0.998249,1.0,0.99722,1.0,0.995376,"{1: 0.99913600000000002, 2: 0.98100200000000004, 3: 0.99817900000000004, 4: 0.99824900000000005, 5: 1.0, 6: 0.99722, 7: 1.0, 8: 0.99537600000000004}",A/mallard/Interior Alaska/11BM02099/2011,2011-08-07,USA,Mallard/Avian,False,Interior Alaska,H4N6,A/mallard/Interior Alaska/11BM01180/2011,2011-08-02,USA,Mallard/Avian,False,Interior Alaska,H4N6
2366,full_complement,7.99143,0.998704,0.999568,0.998148,1.0,0.998004,1.0,0.997006,1.0,"{1: 0.99870400000000004, 2: 0.99956800000000001, 3: 0.99814800000000004, 4: 1.0, 5: 0.998004, 6: 1.0, 7: 0.99700599999999995, 8: 1.0}",A/mallard duck/Minnesota/Sg-00121/2007,2007-09-26,USA,Mallard/Avian,False,Minnesota,H1N1,A/mallard/Minnesota/AI07-3018/2007,2007-09-11,USA,Mallard/Avian,True,Minnesota,H1N1
2367,full_complement,7.812324,0.97796,0.968494,0.964815,0.977193,0.988689,0.983791,0.971058,0.980324,"{1: 0.97796000000000005, 2: 0.96849399999999997, 3: 0.96481499999999998, 4: 0.97719299999999998, 5: 0.98868900000000004, 6: 0.98379099999999997, 7: 0.97105799999999998, 8: 0.98032399999999997}",A/green winged teal/Louisiana/Sg-00090/2007,2007-09-18,USA,Green-Winged Teal/Avian,False,Louisiana,H1N1,A/mallard/Minnesota/AI07-3018/2007,2007-09-11,USA,Mallard/Avian,True,Minnesota,H1N1
2368,reassortant,7.872403,,0.972366,,,0.994012,0.965248,0.984848,,"{2: 0.97236599999999995, 5: 0.99401200000000001, 6: 0.96524799999999999, 7: 0.98484799999999995}",A/mallard/Washington/44338-052/2007,2007-09-12,USA,Mallard/Avian,True,Washington,H3N1,A/mallard/Minnesota/AI07-3018/2007,2007-09-11,USA,Mallard/Avian,True,Minnesota,H1N1
2369,reassortant,7.883815,0.97746,0.974392,0.967391,,0.991503,,,,"{1: 0.97746, 2: 0.97439200000000004, 3: 0.967391, 5: 0.99150300000000002}",A/mallard/Illinois/11OS5576/2011,2011-11-12,USA,Mallard/Avian,True,Illinois,H5N3,A/mallard/California/1390/2010,2010-08-04,USA,Mallard/Avian,True,California,H7N5
2370,full_complement,7.996646,0.999136,0.999568,0.999091,0.998851,1.0,1.0,1.0,1.0,"{1: 0.99913600000000002, 2: 0.99956800000000001, 3: 0.99909099999999995, 4: 0.99885100000000004, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00071/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
2371,full_complement,7.997533000000001,0.999568,0.999568,0.999546,0.998851,1.0,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 0.99956800000000001, 3: 0.99954600000000005, 4: 0.99885100000000004, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00076/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
2372,full_complement,7.996879,0.999568,0.999568,0.999547,0.998849,0.999347,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 0.99956800000000001, 3: 0.99954699999999996, 4: 0.99884899999999999, 5: 0.99934699999999999, 6: 1.0, 7: 1.0, 8: 1.0}",A/American black duck/Prince Edward Island/00788/2010,2010-08-25,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
2373,full_complement,7.997534,0.999568,0.999568,0.999547,0.998851,1.0,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 0.99956800000000001, 3: 0.99954699999999996, 4: 0.99885100000000004, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00072/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
2374,full_complement,7.9989930000000005,0.999568,1.0,1.0,0.999425,1.0,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 1.0, 3: 1.0, 4: 0.99942500000000001, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00069/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
